customer_id,order_id,amount,region,city,date,order_time,segment,customer_age,customer_gender,registration_date,acquisition_channel,quantity,is_discounted,is_returned,is_fraud,email,device_type,session_id,payment_method,product_id,product_category,lat,lon
1082.0,100053.0,3031.03,Екатеринбург,Пермь,2025-06-16,20:00,C,26.0,M,2023-07-23,referral,6.0,1.0,1.0,0.0,user1082@example.com,desktop,sess_54787,card,284.0,Электроника,54.41888,36.9173
1058.0,101320.0,3151.56,Казань,Томск,2025-07-02,15:30,,23.0,M,2023-12-29,referral,4.0,0.0,1.0,0.0,user1058@example.com,desktop,sess_72580,card,180.0,Спорт,55.18745,38.29476
1053.0,101068.0,53582.18,Санкт-Петербург,Пушкин,2025-04-27,18:00,C,,F,2024-07-24,ads,1.0,0.0,1.0,0.0,user1053@example.com,mobile,sess_70131,cash,277.0,Дом,54.21668,35.54367
1089.0,100759.0,11408.12,Екатеринбург,Челябинск,2025-07-14,8:15,B,,F,2024-03-02,direct,,1.0,1.0,0.0,user1089@example.com,desktop,sess_47001,card,159.0,Детское,53.94809,38.05568
1107.0,101342.0,21013.82,Санкт-Петербург,Томск,2025-08-18,9:00,A,,F,2024-07-02,direct,,0.0,0.0,0.0,user1107@example.com,,sess_64241,card,145.0,Одежда,55.36706,37.01308
1060.0,100836.0,11127.41,Новосибирск,Томск,2025-09-30,13:30,B,,M,2025-06-26,referral,7.0,1.0,0.0,0.0,user1060@example.com,tablet,sess_41473,card,208.0,Спорт,56.27646,37.94505
1032.0,100898.0,999.57,Екатеринбург,Калуга,2025-04-21,15:30,B,,F,2024-12-21,direct,6.0,0.0,0.0,0.0,,tablet,sess_81324,cash,176.0,Продукты,53.1091,36.68899
1018.0,100011.0,32992.71,Казань,Зеленоград,2025-09-13,8:30,B,,M,2025-04-11,social,4.0,0.0,1.0,0.0,user1018@example.com,mobile,sess_35867,online,174.0,Дом,53.45165,37.28971
1044.0,101467.0,28206.4,Казань,Севастополь,2025-08-20,19:15,B,26.0,M,2024-07-22,seo,10.0,0.0,0.0,0.0,user1044@example.com,desktop,sess_71687,online,205.0,Одежда,54.51965,36.44665
1020.0,100996.0,74085.35,Екатеринбург,Томск,2025-05-12,20:30,A,,F,2024-12-18,social,10.0,0.0,1.0,0.0,user1020@example.com,tablet,sess_69920,credit,295.0,Продукты,55.96832,36.82959
1052.0,100062.0,21656.41,Екатеринбург,Томск,2025-09-22,9:30,A,,M,2025-06-03,referral,9.0,0.0,1.0,0.0,user1052@example.com,tablet,sess_55105,online,226.0,Детское,53.48737,38.84842
1091.0,100442.0,16553.52,Новосибирск,Мытищи,2025-07-21,17:45,C,44.0,M,2023-12-01,direct,1.0,1.0,0.0,,user1091@example.com,tablet,sess_26880,cash,214.0,Дом,54.55154,
1110.0,,55953.19,Краснодар,Калуга,2025-04-24,20:30,C,25.0,F,2024-02-14,direct,8.0,1.0,1.0,0.0,user1110@example.com,tablet,,credit,129.0,Продукты,54.10928,35.89793
1053.0,100814.0,25617.3,Казань,Мытищи,2025-09-05,20:30,C,36.0,M,2024-09-02,seo,,1.0,1.0,0.0,user1053@example.com,mobile,sess_30666,cash,136.0,Одежда,55.74032,35.7172
1067.0,100190.0,51571.41,Новосибирск,Калуга,2025-06-17,9:15,C,,F,2023-12-12,direct,5.0,0.0,1.0,0.0,user1067@example.com,desktop,sess_36405,cash,148.0,Электроника,55.43353,36.52914
1083.0,101498.0,2191.69,Краснодар,Калуга,2025-07-06,19:45,A,,F,2023-07-12,seo,2.0,1.0,0.0,0.0,user1083@example.com,tablet,sess_32753,online,148.0,Книги,54.59465,36.53143
1101.0,101204.0,73358.91,Новосибирск,Челябинск,2025-08-19,9:00,B,29.0,,2025-02-08,ads,8.0,1.0,,0.0,user1101@example.com,desktop,sess_65724,card,115.0,Электроника,53.57034,36.11698
1028.0,101442.0,55099.25,Санкт-Петербург,Мытищи,,20:45,A,54.0,F,2023-10-22,ads,,0.0,1.0,0.0,user1028@example.com,tablet,sess_55216,cash,187.0,Книги,55.2777,36.53077
1116.0,101354.0,38096.1,Екатеринбург,Калуга,2025-06-15,9:45,A,,F,2024-05-03,referral,,1.0,0.0,0.0,user1116@example.com,desktop,sess_11611,cash,203.0,Дом,56.75723,38.10179
1044.0,100674.0,268241.9401635903,Москва,Челябинск,2025-07-15,17:30,A,,M,2023-11-27,referral,,0.0,1.0,0.0,user1044@example.com,desktop,sess_46735,credit,259.0,Книги,53.89589,35.34346
1003.0,100789.0,50594.9,Краснодар,Челябинск,2025-09-23,8:30,B,37.0,F,2025-08-31,referral,,1.0,0.0,0.0,user1003@example.com,tablet,sess_16870,cash,274.0,Одежда,54.44186,38.56565
1070.0,100219.0,219767.40795046635,,Челябинск,2025-07-15,11:00,B,,F,2024-04-09,referral,,,0.0,0.0,user1070@example.com,mobile,sess_55768,credit,165.0,Дом,53.96187,38.53658
1009.0,101444.0,42354.22,Екатеринбург,Пермь,2025-09-20,13:45,A,28.0,M,2023-11-18,referral,8.0,0.0,1.0,0.0,user1009@example.com,desktop,sess_35743,online,,Одежда,53.17834,37.9502
1085.0,100869.0,23265.85,Новосибирск,Пермь,2025-08-18,20:30,C,38.0,M,2023-10-04,ads,4.0,1.0,1.0,0.0,user1085@example.com,mobile,sess_84922,card,215.0,Одежда,53.27165,37.98622
1066.0,100854.0,57892.9,Казань,Зеленоград,2025-08-05,12:45,B,31.0,F,2025-06-14,ads,,1.0,1.0,0.0,user1066@example.com,tablet,sess_72078,credit,249.0,Спорт,56.61756,36.5541
1088.0,101421.0,69979.29,Москва,Севастополь,2025-04-10,22:30,B,,M,2023-08-10,direct,,0.0,0.0,0.0,user1088@example.com,desktop,sess_89945,credit,108.0,Электроника,56.95249,37.1668
1049.0,100152.0,27104.67,Санкт-Петербург,Челябинск,2025-08-05,7:15,C,,M,2025-07-03,ads,,0.0,0.0,0.0,user1049@example.com,mobile,sess_30074,cash,212.0,Электроника,56.68643,38.22351
1049.0,101193.0,22216.22,Москва,Мытищи,2025-06-29,7:15,B,24.0,M,2023-10-30,seo,5.0,0.0,0.0,0.0,user1049@example.com,desktop,sess_26415,online,288.0,Спорт,,36.24453
1062.0,100916.0,13166.02,Москва,Пермь,2025-08-05,9:00,A,,M,2025-06-21,seo,,1.0,0.0,0.0,user1062@example.com,desktop,sess_28637,credit,286.0,Продукты,56.24765,36.85451
1042.0,100187.0,12538.58,Новосибирск,Челябинск,2025-05-13,9:30,B,27.0,F,2023-06-03,ads,6.0,1.0,0.0,0.0,,mobile,,cash,245.0,Электроника,56.33486,35.34406
1037.0,100341.0,20847.08,Новосибирск,Мытищи,2025-09-29,20:00,B,20.0,F,2024-04-18,seo,3.0,1.0,0.0,0.0,user1037@example.com,mobile,sess_90279,online,144.0,Спорт,54.87695,35.32693
1092.0,101396.0,34592.55,Краснодар,Зеленоград,2025-09-04,11:00,C,,M,2024-04-29,seo,,1.0,1.0,0.0,user1092@example.com,tablet,sess_40421,credit,156.0,Спорт,53.15583,36.23287
1068.0,100091.0,2700.61,Москва,Челябинск,2025-08-27,7:45,A,,F,2024-05-24,direct,1.0,1.0,1.0,0.0,user1068@example.com,tablet,sess_56598,online,274.0,Детское,56.0994,35.74238
1013.0,100945.0,74476.65,Казань,Калуга,2025-09-15,17:00,C,,F,2023-11-01,referral,8.0,1.0,0.0,0.0,user1013@example.com,mobile,sess_11625,card,132.0,Электроника,56.54113,38.29122
1038.0,101053.0,996.55,Казань,Калуга,2025-06-02,14:45,B,,M,2025-01-09,referral,,1.0,1.0,0.0,user1038@example.com,desktop,sess_39669,online,218.0,Дом,54.37511,36.93702
1018.0,100618.0,,Казань,Пермь,2025-04-07,17:45,B,,M,2023-12-26,referral,,1.0,1.0,1.0,user1018@example.com,tablet,sess_60790,cash,145.0,Книги,53.34854,38.94513
1029.0,101180.0,48508.38,Краснодар,Пушкин,2025-08-02,12:00,B,46.0,M,2024-10-02,direct,4.0,1.0,1.0,0.0,user1029@example.com,mobile,,credit,214.0,,56.61568,35.07109
1034.0,101290.0,42082.75,Санкт-Петербург,Севастополь,2025-04-20,9:30,B,42.0,F,2024-01-12,social,,1.0,1.0,0.0,user1034@example.com,mobile,sess_15485,cash,240.0,Спорт,54.75743,36.29403
1060.0,100865.0,37100.39,Екатеринбург,Челябинск,2025-05-09,,B,,F,2024-01-10,direct,3.0,1.0,0.0,0.0,,desktop,sess_57920,online,163.0,Продукты,56.85936,37.12182
1010.0,101170.0,7179.56,Казань,Томск,2025-09-28,20:45,C,,M,2023-11-03,direct,,0.0,1.0,0.0,user1010@example.com,desktop,sess_74440,credit,245.0,Спорт,55.95579,36.88786
1111.0,101112.0,70725.4,Краснодар,Пушкин,2025-09-21,17:15,A,63.0,M,,seo,,1.0,1.0,0.0,user1111@example.com,mobile,sess_33630,credit,106.0,Детское,,37.23371
1004.0,101478.0,9917.91,Санкт-Петербург,Пермь,2025-08-11,10:30,,47.0,M,2024-01-17,ads,,0.0,1.0,0.0,user1004@example.com,mobile,sess_52757,credit,109.0,Спорт,54.69384,35.1565
1084.0,101146.0,51249.88,Москва,,2025-09-17,10:15,A,37.0,M,2024-10-11,direct,,1.0,0.0,0.0,user1084@example.com,tablet,sess_43743,credit,111.0,Детское,55.54624,35.60695
1035.0,100840.0,31860.77,Краснодар,Севастополь,2025-08-20,15:15,B,58.0,M,2024-06-27,social,10.0,1.0,0.0,0.0,user1035@example.com,mobile,sess_38116,credit,195.0,Книги,54.15918,37.90007
1100.0,101429.0,51897.59,Екатеринбург,Томск,2025-05-19,11:30,C,,F,2024-04-14,social,10.0,1.0,1.0,0.0,user1100@example.com,mobile,sess_77635,cash,251.0,Дом,55.45107,35.32966
1072.0,100611.0,67084.29,Екатеринбург,Пушкин,2025-04-26,7:00,A,,M,2023-09-01,referral,,0.0,0.0,0.0,,tablet,sess_29655,cash,198.0,Книги,55.09431,38.60842
1109.0,100971.0,57866.26,Москва,Пермь,,19:15,C,,F,2024-07-08,seo,7.0,0.0,0.0,0.0,user1109@example.com,mobile,sess_94778,cash,163.0,Продукты,55.74022,36.84759
1041.0,100901.0,65781.4,Екатеринбург,Зеленоград,2025-07-11,10:15,B,63.0,M,2023-11-04,seo,,0.0,1.0,0.0,user1041@example.com,,sess_62440,online,293.0,Детское,54.96353,38.02411
1056.0,,47796.08,Краснодар,Мытищи,2025-09-19,12:30,A,,,2023-12-19,referral,3.0,1.0,1.0,0.0,user1056@example.com,desktop,sess_94143,card,198.0,Детское,56.74048,35.35548
1045.0,100274.0,19483.88,Казань,Пушкин,2025-04-07,14:30,A,,F,2023-12-27,referral,,0.0,0.0,0.0,user1045@example.com,desktop,sess_86290,online,146.0,Детское,56.37491,36.81266
1025.0,101477.0,4178.2,Москва,Пермь,2025-04-26,13:00,C,24.0,F,2023-11-24,,6.0,0.0,1.0,0.0,user1025@example.com,tablet,sess_10834,online,296.0,Спорт,54.16441,37.48927
1038.0,100712.0,28446.22,Казань,Пермь,2025-08-14,13:00,C,,F,2025-03-11,ads,,0.0,1.0,0.0,user1038@example.com,mobile,,card,135.0,Книги,55.38831,35.2764
1015.0,100749.0,29341.89,Новосибирск,Мытищи,2025-04-02,20:00,C,55.0,M,2025-03-07,social,,0.0,1.0,0.0,user1015@example.com,tablet,sess_42243,cash,224.0,Спорт,53.15337,38.12686
1084.0,101161.0,69633.43,Краснодар,Пушкин,2025-04-14,15:45,B,,F,2024-08-14,seo,5.0,0.0,1.0,0.0,user1084@example.com,desktop,sess_97562,credit,267.0,Детское,53.68527,37.88345
1075.0,101269.0,28267.91,Екатеринбург,Зеленоград,2025-07-27,14:15,C,32.0,,2024-06-12,direct,,1.0,1.0,0.0,user1075@example.com,desktop,sess_53316,credit,158.0,Спорт,55.23892,38.79431
1038.0,101427.0,6936.19,Краснодар,Севастополь,2025-06-24,19:45,A,52.0,M,2024-02-26,seo,9.0,1.0,0.0,0.0,user1038@example.com,tablet,sess_68958,cash,276.0,Детское,56.86634,37.17758
1045.0,101013.0,68637.16,Новосибирск,Севастополь,2025-07-15,21:30,A,,M,2025-03-31,social,6.0,0.0,0.0,0.0,user1045@example.com,tablet,sess_31847,,193.0,Книги,56.06096,37.63993
1109.0,101395.0,14433.34,Краснодар,Пермь,2025-09-28,19:00,B,57.0,M,2024-07-27,direct,,0.0,0.0,0.0,user1109@example.com,desktop,,card,282.0,Детское,54.52193,37.78301
1031.0,100212.0,18604.75,Краснодар,Зеленоград,2025-06-11,20:00,C,20.0,F,2025-03-24,ads,1.0,1.0,,0.0,user1031@example.com,mobile,,online,186.0,Спорт,56.48989,38.98807
1084.0,100214.0,20162.27,Краснодар,Калуга,2025-05-15,20:30,A,50.0,M,2025-03-15,ads,1.0,1.0,,0.0,user1084@example.com,mobile,sess_71753,card,269.0,,54.16696,38.63195
1053.0,100199.0,59216.01,Москва,Пушкин,2025-05-25,21:30,B,52.0,M,2024-12-20,ads,1.0,1.0,1.0,0.0,user1053@example.com,mobile,sess_99140,card,181.0,Спорт,54.5805,38.87465
1113.0,101238.0,16423.78,Екатеринбург,Калуга,2025-05-10,17:15,,,M,2024-05-04,referral,,0.0,1.0,0.0,user1113@example.com,desktop,sess_78360,credit,296.0,Продукты,53.64953,36.09627
1091.0,100913.0,73408.04,Санкт-Петербург,Зеленоград,2025-04-07,,B,,F,2023-09-27,ads,,0.0,0.0,0.0,user1091@example.com,tablet,sess_22348,card,110.0,Одежда,55.5629,36.66283
1103.0,101472.0,27661.95,Новосибирск,Мытищи,2025-08-23,11:45,,,M,2024-11-08,ads,6.0,0.0,,0.0,user1103@example.com,tablet,sess_52843,credit,232.0,Спорт,56.20962,38.00287
1048.0,101474.0,29322.02,Екатеринбург,Челябинск,2025-08-10,19:15,C,,M,2024-02-19,direct,5.0,0.0,1.0,0.0,user1048@example.com,desktop,sess_92344,credit,138.0,Книги,56.59515,36.84436
1082.0,100255.0,57427.55,Казань,Мытищи,2025-04-14,19:45,C,,,2024-07-19,referral,10.0,0.0,,0.0,user1082@example.com,desktop,sess_68114,online,245.0,Детское,56.94895,38.4266
1022.0,100481.0,73771.82,,Челябинск,2025-04-07,7:30,A,65.0,M,2024-07-29,seo,,1.0,1.0,0.0,user1022@example.com,desktop,sess_47780,cash,213.0,Спорт,55.43307,38.63351
1044.0,101057.0,35176.05,Новосибирск,Томск,2025-07-01,7:30,C,,F,2024-08-04,seo,,0.0,1.0,0.0,user1044@example.com,mobile,sess_56562,card,180.0,,56.90348,35.74352
1005.0,100255.0,73042.94,Новосибирск,Калуга,2025-07-28,14:30,B,,F,2025-06-07,referral,8.0,0.0,,0.0,user1005@example.com,desktop,,online,162.0,Дом,53.44069,36.91765
1024.0,100564.0,38445.2,,Челябинск,2025-05-24,7:30,C,,F,2023-08-26,seo,,0.0,0.0,0.0,user1024@example.com,desktop,sess_88557,credit,190.0,Продукты,54.88752,37.76255
1031.0,101307.0,24303.51,Санкт-Петербург,Мытищи,2025-06-05,14:15,C,,F,2025-03-23,ads,,1.0,1.0,0.0,user1031@example.com,tablet,sess_46566,cash,164.0,Электроника,56.21005,37.92909
1004.0,100946.0,21358.57,Новосибирск,Калуга,2025-07-07,15:00,A,,F,2025-01-28,ads,1.0,0.0,0.0,,user1004@example.com,desktop,sess_74763,credit,271.0,Спорт,56.82879,37.44763
1038.0,100153.0,41814.72,Казань,Зеленоград,2025-06-12,9:00,B,,M,2025-02-17,social,4.0,1.0,1.0,0.0,user1038@example.com,mobile,sess_20227,credit,231.0,Дом,56.39693,38.30309
1073.0,100618.0,35589.97,Екатеринбург,Калуга,2025-05-03,22:15,B,,M,2025-01-27,referral,5.0,0.0,0.0,0.0,user1073@example.com,tablet,sess_69507,card,277.0,Продукты,54.81409,36.54239
1035.0,101174.0,10221.04,Новосибирск,Калуга,2025-08-05,14:15,A,,M,2025-07-21,seo,6.0,1.0,1.0,0.0,user1035@example.com,desktop,sess_28922,card,224.0,Продукты,54.23161,37.10568
1093.0,100203.0,18775.25,Москва,Мытищи,2025-05-27,16:45,B,63.0,F,2023-07-28,seo,10.0,0.0,1.0,0.0,user1093@example.com,desktop,sess_89841,card,242.0,Дом,54.70705,36.01
1080.0,101403.0,60951.47,Новосибирск,Пермь,2025-05-28,14:45,A,47.0,F,2024-03-18,ads,,1.0,1.0,0.0,user1080@example.com,tablet,sess_81332,cash,284.0,Продукты,54.48905,36.2238
1046.0,100836.0,34174.84,Казань,Зеленоград,2025-05-16,21:30,B,37.0,F,2024-04-08,referral,8.0,0.0,1.0,0.0,user1046@example.com,tablet,sess_21900,online,296.0,Детское,56.28168,37.09594
1035.0,100802.0,21561.76,Екатеринбург,Мытищи,2025-09-23,14:30,C,,F,2024-05-18,seo,,0.0,0.0,0.0,user1035@example.com,mobile,sess_38465,credit,195.0,Электроника,55.13474,36.14228
1109.0,100177.0,6046.89,Новосибирск,Севастополь,2025-08-12,20:30,C,43.0,M,2024-07-18,social,,1.0,0.0,0.0,user1109@example.com,desktop,sess_23506,credit,189.0,Детское,54.67547,36.52764
1004.0,100085.0,35748.27,Москва,Пушкин,2025-09-10,13:45,C,53.0,M,2023-11-07,social,5.0,,0.0,0.0,user1004@example.com,mobile,sess_72924,online,211.0,Спорт,56.99881,35.74625
1073.0,100225.0,63068.31,Новосибирск,,2025-04-09,17:15,B,,F,2024-01-25,referral,,1.0,,0.0,user1073@example.com,tablet,sess_95757,cash,147.0,Книги,53.35925,38.53606
1014.0,100684.0,23540.53,Москва,Пушкин,2025-06-30,14:15,B,,F,2023-10-22,direct,3.0,0.0,0.0,0.0,,desktop,sess_38792,card,164.0,Электроника,55.0236,38.50378
1040.0,100635.0,25611.92,Санкт-Петербург,Калуга,2025-05-27,7:30,C,,F,2024-02-24,referral,,0.0,1.0,0.0,user1040@example.com,mobile,sess_79338,credit,168.0,Дом,54.68178,37.49153
1037.0,101288.0,48607.49,Екатеринбург,Челябинск,2025-09-21,11:15,B,,F,2023-11-11,ads,,1.0,0.0,0.0,user1037@example.com,desktop,sess_58510,cash,258.0,Продукты,55.4918,38.43521
1014.0,100953.0,3260.95,Санкт-Петербург,Калуга,2025-08-30,16:45,C,64.0,M,2024-02-03,seo,,1.0,0.0,0.0,user1014@example.com,desktop,sess_59027,online,274.0,Электроника,55.44336,38.8387
1112.0,100084.0,3637.93,Новосибирск,Севастополь,2025-04-22,17:15,A,,F,2024-12-18,referral,,1.0,0.0,0.0,user1112@example.com,mobile,sess_93827,card,160.0,Продукты,53.82733,35.34264
1073.0,100068.0,11863.31,Москва,Челябинск,2025-05-09,18:30,B,,M,2023-09-24,seo,,0.0,0.0,0.0,user1073@example.com,mobile,sess_13352,cash,145.0,Электроника,55.82095,38.30047
1047.0,100474.0,42226.38,Новосибирск,Севастополь,2025-09-01,11:45,,,M,2025-02-22,seo,,0.0,0.0,0.0,user1047@example.com,tablet,sess_55278,card,157.0,Спорт,56.41801,37.12564
1084.0,101378.0,28555.36,Казань,Зеленоград,2025-06-22,14:30,B,42.0,M,2023-09-04,ads,4.0,0.0,1.0,0.0,user1084@example.com,tablet,sess_28626,online,242.0,Спорт,54.86843,38.12087
1081.0,100259.0,538.9,Москва,Челябинск,2025-05-09,17:00,A,,F,2024-03-28,ads,,1.0,0.0,0.0,user1081@example.com,desktop,sess_37988,cash,126.0,Книги,55.11777,37.90976
1109.0,100887.0,71820.64,Екатеринбург,Пушкин,2025-05-30,13:45,A,42.0,F,2023-11-27,social,9.0,1.0,0.0,0.0,user1109@example.com,mobile,sess_67552,credit,170.0,Спорт,55.53875,35.82113
1047.0,101185.0,6251.21,Казань,Севастополь,2025-04-24,14:45,A,,M,2024-04-15,direct,,1.0,0.0,0.0,user1047@example.com,desktop,sess_83499,credit,184.0,Одежда,55.96705,37.14497
1000.0,100155.0,74951.64,Краснодар,Пермь,2025-07-04,9:00,,,,2023-10-26,seo,6.0,0.0,1.0,0.0,user1000@example.com,tablet,sess_42641,credit,257.0,Дом,56.87543,37.99088
1085.0,101082.0,6710.06,Санкт-Петербург,Пушкин,2025-08-07,15:00,C,,M,2024-06-08,referral,,0.0,1.0,0.0,user1085@example.com,mobile,sess_54061,cash,171.0,Электроника,53.65551,35.96503
1111.0,100705.0,37249.96,Москва,Пушкин,2025-07-10,22:30,A,63.0,F,2023-08-30,ads,7.0,0.0,1.0,0.0,user1111@example.com,tablet,sess_52407,credit,260.0,Детское,53.99214,38.83342
1043.0,101382.0,26497.89,Москва,Пермь,2025-09-23,16:00,B,64.0,M,2025-04-18,ads,2.0,0.0,0.0,1.0,user1043@example.com,mobile,sess_12110,credit,161.0,Дом,53.64006,37.17252
1026.0,100778.0,49301.4,Новосибирск,Челябинск,2025-08-12,17:30,,31.0,M,2024-04-27,social,6.0,1.0,1.0,0.0,user1026@example.com,tablet,sess_90499,cash,226.0,Дом,53.88302,37.22365
1108.0,101396.0,13668.29,Москва,Мытищи,2025-06-26,7:15,B,19.0,M,2025-01-06,seo,8.0,0.0,0.0,0.0,user1108@example.com,mobile,,credit,261.0,Детское,54.45873,38.34401
1004.0,100944.0,62336.14,Екатеринбург,Томск,2025-09-22,11:15,C,18.0,F,2025-03-16,ads,,0.0,1.0,0.0,user1004@example.com,tablet,sess_26258,credit,201.0,Детское,56.4055,35.50441
1107.0,100116.0,13754.5,Екатеринбург,Томск,2025-07-13,14:30,B,23.0,M,2023-11-03,seo,,1.0,1.0,0.0,user1107@example.com,desktop,sess_81424,cash,173.0,Спорт,55.90186,35.29184
